,model,bootstrap_iteration,fpr,tpr,auc
34,GenMetS + covariates,0,0.3434343434343435,0.7014925373134329,0.7030289727831431
35,GenMetS + covariates,0,0.3535353535353536,0.7014925373134329,0.7030289727831431
36,GenMetS + covariates,0,0.36363636363636365,0.7014925373134329,0.7030289727831431
37,GenMetS + covariates,0,0.37373737373737376,0.7014925373134329,0.7030289727831431
38,GenMetS + covariates,0,0.38383838383838387,0.7014925373134329,0.7030289727831431
39,GenMetS + covariates,0,0.393939393939394,0.7014925373134329,0.7030289727831431
40,GenMetS + covariates,0,0.4040404040404041,0.7014925373134329,0.7030289727831431
41,GenMetS + covariates,0,0.4141414141414142,0.7014925373134329,0.7030289727831431
42,GenMetS + covariates,0,0.42424242424242425,0.7014925373134329,0.7030289727831431
43,GenMetS + covariates,0,0.43434343434343436,0.7014925373134329,0.7030289727831431
44,GenMetS + covariates,0,0.4444444444444445,0.7014925373134329,0.7030289727831431
45,GenMetS + covariates,0,0.4545454545454546,0.7014925373134329,0.7030289727831431
46,GenMetS + covariates,0,0.4646464646464647,0.746268656716418,0.7030289727831431
47,GenMetS + covariates,0,0.4747474747474748,0.746268656716418,0.7030289727831431
48,GenMetS + covariates,0,0.48484848484848486,0.746268656716418,0.7030289727831431
49,GenMetS + covariates,0,0.494949494949495,0.746268656716418,0.7030289727831431
50,GenMetS + covariates,0,0.5050505050505051,0.7761194029850746,0.7030289727831431
51,GenMetS + covariates,0,0.5151515151515152,0.7761194029850746,0.7030289727831431
52,GenMetS + covariates,0,0.5252525252525253,0.7761194029850746,0.7030289727831431
53,GenMetS + covariates,0,0.5353535353535354,0.7761194029850746,0.7030289727831431
54,GenMetS + covariates,0,0.5454545454545455,0.7761194029850746,0.7030289727831431
55,GenMetS + covariates,0,0.5555555555555556,0.7761194029850746,0.7030289727831431
56,GenMetS + covariates,0,0.5656565656565657,0.7910447761194029,0.7030289727831431
57,GenMetS + covariates,0,0.5757575757575758,0.8805970149253731,0.7030289727831431
58,GenMetS + covariates,0,0.5858585858585859,0.8805970149253731,0.7030289727831431
59,GenMetS + covariates,0,0.595959595959596,0.8805970149253731,0.7030289727831431
60,GenMetS + covariates,0,0.6060606060606061,0.8805970149253731,0.7030289727831431
61,GenMetS + covariates,0,0.6161616161616162,0.8805970149253731,0.7030289727831431
62,GenMetS + covariates,0,0.6262626262626263,0.8805970149253731,0.7030289727831431
63,GenMetS + covariates,0,0.6363636363636365,0.8955223880597015,0.7030289727831431
64,GenMetS + covariates,0,0.6464646464646465,0.8955223880597015,0.7030289727831431
65,GenMetS + covariates,0,0.6565656565656566,0.9552238805970149,0.7030289727831431
66,GenMetS + covariates,0,0.6666666666666667,0.9701492537313433,0.7030289727831431
67,GenMetS + covariates,0,0.6767676767676768,0.9701492537313433,0.7030289727831431
68,GenMetS + covariates,0,0.686868686868687,0.9701492537313433,0.7030289727831431
69,GenMetS + covariates,0,0.696969696969697,0.9701492537313433,0.7030289727831431
70,GenMetS + covariates,0,0.7070707070707072,0.9701492537313433,0.7030289727831431
71,GenMetS + covariates,0,0.7171717171717172,0.9701492537313433,0.7030289727831431
72,GenMetS + covariates,0,0.7272727272727273,0.9701492537313433,0.7030289727831431
73,GenMetS + covariates,0,0.7373737373737375,0.9701492537313433,0.7030289727831431
74,GenMetS + covariates,0,0.7474747474747475,0.9701492537313433,0.7030289727831431
75,GenMetS + covariates,0,0.7575757575757577,0.9701492537313433,0.7030289727831431
76,GenMetS + covariates,0,0.7676767676767677,0.9701492537313433,0.7030289727831431
77,GenMetS + covariates,0,0.7777777777777778,0.9701492537313433,0.7030289727831431
78,GenMetS + covariates,0,0.787878787878788,0.9850746268656716,0.7030289727831431
79,GenMetS + covariates,0,0.797979797979798,0.9850746268656716,0.7030289727831431
80,GenMetS + covariates,0,0.8080808080808082,0.9850746268656716,0.7030289727831431
81,GenMetS + covariates,0,0.8181818181818182,0.9850746268656716,0.7030289727831431
82,GenMetS + covariates,0,0.8282828282828284,0.9850746268656716,0.7030289727831431
83,GenMetS + covariates,0,0.8383838383838385,1.0,0.7030289727831431
84,GenMetS + covariates,0,0.8484848484848485,1.0,0.7030289727831431
85,GenMetS + covariates,0,0.8585858585858587,1.0,0.7030289727831431
86,GenMetS + covariates,0,0.8686868686868687,1.0,0.7030289727831431
87,GenMetS + covariates,0,0.8787878787878789,1.0,0.7030289727831431
88,GenMetS + covariates,0,0.888888888888889,1.0,0.7030289727831431
89,GenMetS + covariates,0,0.8989898989898991,1.0,0.7030289727831431
90,GenMetS + covariates,0,0.9090909090909092,1.0,0.7030289727831431
91,GenMetS + covariates,0,0.9191919191919192,1.0,0.7030289727831431
92,GenMetS + covariates,0,0.9292929292929294,1.0,0.7030289727831431
93,GenMetS + covariates,0,0.9393939393939394,1.0,0.7030289727831431
94,GenMetS + covariates,0,0.9494949494949496,1.0,0.7030289727831431
95,GenMetS + covariates,0,0.9595959595959597,1.0,0.7030289727831431
96,GenMetS + covariates,0,0.9696969696969697,1.0,0.7030289727831431
97,GenMetS + covariates,0,0.9797979797979799,1.0,0.7030289727831431
98,GenMetS + covariates,0,0.98989898989899,1.0,0.7030289727831431
99,GenMetS + covariates,0,1.0,1.0,0.7030289727831431
100,GenMetS + covariates,1,0.0,,0.7299165935030729
101,GenMetS + covariates,1,0.010101010101010102,0.029411764705882353,0.7299165935030729
102,GenMetS + covariates,1,0.020202020202020204,0.029411764705882353,0.7299165935030729
103,GenMetS + covariates,1,0.030303030303030304,0.029857397504456328,0.7299165935030729
104,GenMetS + covariates,1,0.04040404040404041,0.03980986333927511,0.7299165935030729
105,GenMetS + covariates,1,0.05050505050505051,0.058823529411764705,0.7299165935030729
106,GenMetS + covariates,1,0.06060606060606061,0.07352941176470588,0.7299165935030729
107,GenMetS + covariates,1,0.07070707070707072,0.07352941176470588,0.7299165935030729
108,GenMetS + covariates,1,0.08080808080808081,0.22058823529411764,0.7299165935030729
109,GenMetS + covariates,1,0.09090909090909091,0.22058823529411764,0.7299165935030729
110,GenMetS + covariates,1,0.10101010101010102,0.22058823529411764,0.7299165935030729
111,GenMetS + covariates,1,0.11111111111111112,0.25,0.7299165935030729
112,GenMetS + covariates,1,0.12121212121212122,0.3235294117647059,0.7299165935030729
113,GenMetS + covariates,1,0.13131313131313133,0.3235294117647059,0.7299165935030729
114,GenMetS + covariates,1,0.14141414141414144,0.4264705882352941,0.7299165935030729
115,GenMetS + covariates,1,0.15151515151515152,0.47058823529411764,0.7299165935030729
116,GenMetS + covariates,1,0.16161616161616163,0.47058823529411764,0.7299165935030729
117,GenMetS + covariates,1,0.17171717171717174,0.47058823529411764,0.7299165935030729
118,GenMetS + covariates,1,0.18181818181818182,0.47593582887700536,0.7299165935030729
119,GenMetS + covariates,1,0.19191919191919193,0.49584076054664294,0.7299165935030729
120,GenMetS + covariates,1,0.20202020202020204,0.5372846108140226,0.7299165935030729
121,GenMetS + covariates,1,0.21212121212121213,0.5588235294117647,0.7299165935030729
122,GenMetS + covariates,1,0.22222222222222224,0.5588235294117647,0.7299165935030729
123,GenMetS + covariates,1,0.23232323232323235,0.5588235294117647,0.7299165935030729
124,GenMetS + covariates,1,0.24242424242424243,0.5735294117647058,0.7299165935030729
125,GenMetS + covariates,1,0.25252525252525254,0.5735294117647058,0.7299165935030729
126,GenMetS + covariates,1,0.26262626262626265,0.5735294117647058,0.7299165935030729
127,GenMetS + covariates,1,0.27272727272727276,0.5735294117647058,0.7299165935030729
128,GenMetS + covariates,1,0.2828282828282829,0.5735294117647058,0.7299165935030729
129,GenMetS + covariates,1,0.29292929292929293,0.5735294117647058,0.7299165935030729
130,GenMetS + covariates,1,0.30303030303030304,0.6323529411764706,0.7299165935030729
131,GenMetS + covariates,1,0.31313131313131315,0.6323529411764706,0.7299165935030729
132,GenMetS + covariates,1,0.32323232323232326,0.6470588235294118,0.7299165935030729
133,GenMetS + covariates,1,0.33333333333333337,0.6617647058823529,0.7299165935030729
134,GenMetS + covariates,1,0.3434343434343435,0.6911764705882353,0.7299165935030729
135,GenMetS + covariates,1,0.3535353535353536,0.6911764705882353,0.7299165935030729
136,GenMetS + covariates,1,0.36363636363636365,0.6911764705882353,0.7299165935030729
137,GenMetS + covariates,1,0.37373737373737376,0.6917706476530006,0.7299165935030729
138,GenMetS + covariates,1,0.38383838383838387,0.7017231134878195,0.7299165935030729
139,GenMetS + covariates,1,0.393939393939394,0.75,0.7299165935030729
140,GenMetS + covariates,1,0.4040404040404041,0.75,0.7299165935030729
141,GenMetS + covariates,1,0.4141414141414142,0.75,0.7299165935030729
142,GenMetS + covariates,1,0.42424242424242425,0.7647058823529411,0.7299165935030729
143,GenMetS + covariates,1,0.43434343434343436,0.7647058823529411,0.7299165935030729
144,GenMetS + covariates,1,0.4444444444444445,0.7647058823529411,0.7299165935030729
145,GenMetS + covariates,1,0.4545454545454546,0.8235294117647058,0.7299165935030729
146,GenMetS + covariates,1,0.4646464646464647,0.8235294117647058,0.7299165935030729
147,GenMetS + covariates,1,0.4747474747474748,0.8235294117647058,0.7299165935030729
148,GenMetS + covariates,1,0.48484848484848486,0.8382352941176471,0.7299165935030729
149,GenMetS + covariates,1,0.494949494949495,0.8529411764705882,0.7299165935030729
150,GenMetS + covariates,1,0.5050505050505051,0.8529411764705882,0.7299165935030729
151,GenMetS + covariates,1,0.5151515151515152,0.8529411764705882,0.7299165935030729
152,GenMetS + covariates,1,0.5252525252525253,0.8529411764705882,0.7299165935030729
153,GenMetS + covariates,1,0.5353535353535354,0.8529411764705882,0.7299165935030729
154,GenMetS + covariates,1,0.5454545454545455,0.8529411764705882,0.7299165935030729
155,GenMetS + covariates,1,0.5555555555555556,0.8676470588235294,0.7299165935030729
156,GenMetS + covariates,1,0.5656565656565657,0.8676470588235294,0.7299165935030729
157,GenMetS + covariates,1,0.5757575757575758,0.8676470588235294,0.7299165935030729
158,GenMetS + covariates,1,0.5858585858585859,0.8676470588235294,0.7299165935030729
159,GenMetS + covariates,1,0.595959595959596,0.8676470588235294,0.7299165935030729
160,GenMetS + covariates,1,0.6060606060606061,0.9264705882352942,0.7299165935030729
161,GenMetS + covariates,1,0.6161616161616162,0.9264705882352942,0.7299165935030729
162,GenMetS + covariates,1,0.6262626262626263,0.9264705882352942,0.7299165935030729
163,GenMetS + covariates,1,0.6363636363636365,0.9264705882352942,0.7299165935030729
164,GenMetS + covariates,1,0.6464646464646465,0.9264705882352942,0.7299165935030729
165,GenMetS + covariates,1,0.6565656565656566,0.9264705882352942,0.7299165935030729
166,GenMetS + covariates,1,0.6666666666666667,0.9264705882352942,0.7299165935030729
167,GenMetS + covariates,1,0.6767676767676768,0.9558823529411765,0.7299165935030729
168,GenMetS + covariates,1,0.686868686868687,0.9558823529411765,0.7299165935030729
169,GenMetS + covariates,1,0.696969696969697,0.9558823529411765,0.7299165935030729
170,GenMetS + covariates,1,0.7070707070707072,0.9558823529411765,0.7299165935030729
171,GenMetS + covariates,1,0.7171717171717172,0.9705882352941176,0.7299165935030729
172,GenMetS + covariates,1,0.7272727272727273,0.9705882352941176,0.7299165935030729
173,GenMetS + covariates,1,0.7373737373737375,0.9705882352941176,0.7299165935030729
174,GenMetS + covariates,1,0.7474747474747475,0.9852941176470589,0.7299165935030729
175,GenMetS + covariates,1,0.7575757575757577,0.9852941176470589,0.7299165935030729
176,GenMetS + covariates,1,0.7676767676767677,0.9852941176470589,0.7299165935030729
177,GenMetS + covariates,1,0.7777777777777778,0.9852941176470589,0.7299165935030729
178,GenMetS + covariates,1,0.787878787878788,0.9852941176470589,0.7299165935030729
179,GenMetS + covariates,1,0.797979797979798,0.9852941176470589,0.7299165935030729
180,GenMetS + covariates,1,0.8080808080808082,0.9852941176470589,0.7299165935030729
181,GenMetS + covariates,1,0.8181818181818182,0.9852941176470589,0.7299165935030729
182,GenMetS + covariates,1,0.8282828282828284,0.9852941176470589,0.7299165935030729
183,GenMetS + covariates,1,0.8383838383838385,0.9852941176470589,0.7299165935030729
184,GenMetS + covariates,1,0.8484848484848485,0.9852941176470589,0.7299165935030729
185,GenMetS + covariates,1,0.8585858585858587,0.9852941176470589,0.7299165935030729
186,GenMetS + covariates,1,0.8686868686868687,0.9852941176470589,0.7299165935030729
187,GenMetS + covariates,1,0.8787878787878789,0.9852941176470589,0.7299165935030729
188,GenMetS + covariates,1,0.888888888888889,1.0,0.7299165935030729
189,GenMetS + covariates,1,0.8989898989898991,1.0,0.7299165935030729
190,GenMetS + covariates,1,0.9090909090909092,1.0,0.7299165935030729
191,GenMetS + covariates,1,0.9191919191919192,1.0,0.7299165935030729
192,GenMetS + covariates,1,0.9292929292929294,1.0,0.7299165935030729
193,GenMetS + covariates,1,0.9393939393939394,1.0,0.7299165935030729
194,GenMetS + covariates,1,0.9494949494949496,1.0,0.7299165935030729
195,GenMetS + covariates,1,0.9595959595959597,1.0,0.7299165935030729
196,GenMetS + covariates,1,0.9696969696969697,1.0,0.7299165935030729
197,GenMetS + covariates,1,0.9797979797979799,1.0,0.7299165935030729
198,GenMetS + covariates,1,0.98989898989899,1.0,0.7299165935030729
199,GenMetS + covariates,1,1.0,1.0,0.7299165935030729
200,GenMetS + covariates,2,0.0,0.0,0.7587796312554872
201,GenMetS + covariates,2,0.010101010101010102,0.020503542891602597,0.7587796312554872
202,GenMetS + covariates,2,0.020202020202020204,0.21453339363787124,0.7587796312554872
203,GenMetS + covariates,2,0.030303030303030304,0.22388059701492538,0.7587796312554872
204,GenMetS + covariates,2,0.04040404040404041,0.22388059701492538,0.7587796312554872
205,GenMetS + covariates,2,0.05050505050505051,0.22388059701492538,0.7587796312554872
206,GenMetS + covariates,2,0.06060606060606061,0.2537313432835821,0.7587796312554872
207,GenMetS + covariates,2,0.07070707070707072,0.2537313432835821,0.7587796312554872
208,GenMetS + covariates,2,0.08080808080808081,0.27589326096788785,0.7587796312554872
209,GenMetS + covariates,2,0.09090909090909091,0.29850746268656714,0.7587796312554872
210,GenMetS + covariates,2,0.10101010101010102,0.29850746268656714,0.7587796312554872
211,GenMetS + covariates,2,0.11111111111111112,0.33665008291873966,0.7587796312554872
212,GenMetS + covariates,2,0.12121212121212122,0.3469018543645409,0.7587796312554872
213,GenMetS + covariates,2,0.13131313131313133,0.3571536258103422,0.7587796312554872
214,GenMetS + covariates,2,0.14141414141414144,0.3823307703904719,0.7587796312554872
215,GenMetS + covariates,2,0.15151515151515152,0.4522840343735866,0.7587796312554872
216,GenMetS + covariates,2,0.16161616161616163,0.4625358058193879,0.7587796312554872
217,GenMetS + covariates,2,0.17171717171717174,0.48771295039951756,0.7587796312554872
218,GenMetS + covariates,2,0.18181818181818182,0.5400271370420624,0.7587796312554872
219,GenMetS + covariates,2,0.19191919191919193,0.5451530227649631,0.7587796312554872
220,GenMetS + covariates,2,0.20202020202020204,0.5502789084878638,0.7587796312554872
221,GenMetS + covariates,2,0.21212121212121213,0.5606814412784562,0.7587796312554872
222,GenMetS + covariates,2,0.22222222222222224,0.574350469872858,0.7587796312554872
223,GenMetS + covariates,2,0.23232323232323235,0.5880194984672598,0.7587796312554872
224,GenMetS + covariates,2,0.24242424242424243,0.6016885270616614,0.7587796312554872
225,GenMetS + covariates,2,0.25252525252525254,0.7339062264435399,0.7587796312554872
226,GenMetS + covariates,2,0.26262626262626265,0.7441579978893412,0.7587796312554872
227,GenMetS + covariates,2,0.27272727272727276,0.746268656716418,0.7587796312554872
228,GenMetS + covariates,2,0.2828282828282829,0.746268656716418,0.7587796312554872
229,GenMetS + covariates,2,0.29292929292929293,0.746268656716418,0.7587796312554872
230,GenMetS + covariates,2,0.30303030303030304,0.746268656716418,0.7587796312554872
231,GenMetS + covariates,2,0.31313131313131315,0.746268656716418,0.7587796312554872
232,GenMetS + covariates,2,0.32323232323232326,0.746268656716418,0.7587796312554872
233,GenMetS + covariates,2,0.33333333333333337,0.746268656716418,0.7587796312554872
234,GenMetS + covariates,2,0.3434343434343435,0.8059701492537313,0.7587796312554872
235,GenMetS + covariates,2,0.3535353535353536,0.8059701492537313,0.7587796312554872
236,GenMetS + covariates,2,0.36363636363636365,0.8059701492537313,0.7587796312554872
237,GenMetS + covariates,2,0.37373737373737376,0.8059701492537313,0.7587796312554872
238,GenMetS + covariates,2,0.38383838383838387,0.8059701492537313,0.7587796312554872
239,GenMetS + covariates,2,0.393939393939394,0.8059701492537313,0.7587796312554872
240,GenMetS + covariates,2,0.4040404040404041,0.8208955223880597,0.7587796312554872
241,GenMetS + covariates,2,0.4141414141414142,0.8208955223880597,0.7587796312554872
242,GenMetS + covariates,2,0.42424242424242425,0.8208955223880597,0.7587796312554872
243,GenMetS + covariates,2,0.43434343434343436,0.8507462686567164,0.7587796312554872
244,GenMetS + covariates,2,0.4444444444444445,0.8540630182421227,0.7587796312554872
245,GenMetS + covariates,2,0.4545454545454546,0.864314789687924,0.7587796312554872
246,GenMetS + covariates,2,0.4646464646464647,0.8656716417910447,0.7587796312554872
247,GenMetS + covariates,2,0.4747474747474748,0.8656716417910447,0.7587796312554872
248,GenMetS + covariates,2,0.48484848484848486,0.8656716417910447,0.7587796312554872
249,GenMetS + covariates,2,0.494949494949495,0.8656716417910447,0.7587796312554872
250,GenMetS + covariates,2,0.5050505050505051,0.8656716417910447,0.7587796312554872
251,GenMetS + covariates,2,0.5151515151515152,0.8805970149253731,0.7587796312554872
252,GenMetS + covariates,2,0.5252525252525253,0.8805970149253731,0.7587796312554872
253,GenMetS + covariates,2,0.5353535353535354,0.8805970149253731,0.7587796312554872
254,GenMetS + covariates,2,0.5454545454545455,0.8805970149253731,0.7587796312554872
255,GenMetS + covariates,2,0.5555555555555556,0.8805970149253731,0.7587796312554872
256,GenMetS + covariates,2,0.5656565656565657,0.8805970149253731,0.7587796312554872
257,GenMetS + covariates,2,0.5757575757575758,0.8805970149253731,0.7587796312554872
258,GenMetS + covariates,2,0.5858585858585859,0.8805970149253731,0.7587796312554872
259,GenMetS + covariates,2,0.595959595959596,0.8805970149253731,0.7587796312554872
260,GenMetS + covariates,2,0.6060606060606061,0.8805970149253731,0.7587796312554872
261,GenMetS + covariates,2,0.6161616161616162,0.8805970149253731,0.7587796312554872
262,GenMetS + covariates,2,0.6262626262626263,0.8893411729232625,0.7587796312554872
263,GenMetS + covariates,2,0.6363636363636365,0.8955223880597015,0.7587796312554872
264,GenMetS + covariates,2,0.6464646464646465,0.8955223880597015,0.7587796312554872
265,GenMetS + covariates,2,0.6565656565656566,0.8955223880597015,0.7587796312554872
266,GenMetS + covariates,2,0.6666666666666667,0.8955223880597015,0.7587796312554872
267,GenMetS + covariates,2,0.6767676767676768,0.8955223880597015,0.7587796312554872
268,GenMetS + covariates,2,0.686868686868687,0.8955223880597015,0.7587796312554872
269,GenMetS + covariates,2,0.696969696969697,0.9014020805065581,0.7587796312554872
270,GenMetS + covariates,2,0.7070707070707072,0.9104477611940298,0.7587796312554872
271,GenMetS + covariates,2,0.7171717171717172,0.9104477611940298,0.7587796312554872
272,GenMetS + covariates,2,0.7272727272727273,0.9104477611940298,0.7587796312554872
273,GenMetS + covariates,2,0.7373737373737375,0.9104477611940298,0.7587796312554872
274,GenMetS + covariates,2,0.7474747474747475,0.9104477611940298,0.7587796312554872
275,GenMetS + covariates,2,0.7575757575757577,0.9104477611940298,0.7587796312554872
276,GenMetS + covariates,2,0.7676767676767677,0.9104477611940298,0.7587796312554872
277,GenMetS + covariates,2,0.7777777777777778,0.9104477611940298,0.7587796312554872
278,GenMetS + covariates,2,0.787878787878788,0.9253731343283582,0.7587796312554872
279,GenMetS + covariates,2,0.797979797979798,0.9416051057842103,0.7587796312554872
280,GenMetS + covariates,2,0.8080808080808082,0.9450223629328107,0.7587796312554872
281,GenMetS + covariates,2,0.8181818181818182,0.9484396200814111,0.7587796312554872
282,GenMetS + covariates,2,0.8282828282828284,0.9518568772300116,0.7587796312554872
283,GenMetS + covariates,2,0.8383838383838385,0.9552238805970149,0.7587796312554872
284,GenMetS + covariates,2,0.8484848484848485,0.9552238805970149,0.7587796312554872
285,GenMetS + covariates,2,0.8585858585858587,0.9552238805970149,0.7587796312554872
286,GenMetS + covariates,2,0.8686868686868687,0.9850746268656716,0.7587796312554872
287,GenMetS + covariates,2,0.8787878787878789,0.9850746268656716,0.7587796312554872
288,GenMetS + covariates,2,0.888888888888889,0.9850746268656716,0.7587796312554872
289,GenMetS + covariates,2,0.8989898989898991,1.0,0.7587796312554872
290,GenMetS + covariates,2,0.9090909090909092,1.0,0.7587796312554872
291,GenMetS + covariates,2,0.9191919191919192,1.0,0.7587796312554872
292,GenMetS + covariates,2,0.9292929292929294,1.0,0.7587796312554872
293,GenMetS + covariates,2,0.9393939393939394,1.0,0.7587796312554872
294,GenMetS + covariates,2,0.9494949494949496,1.0,0.7587796312554872
295,GenMetS + covariates,2,0.9595959595959597,1.0,0.7587796312554872
296,GenMetS + covariates,2,0.9696969696969697,1.0,0.7587796312554872
297,GenMetS + covariates,2,0.9797979797979799,1.0,0.7587796312554872
298,GenMetS + covariates,2,0.98989898989899,1.0,0.7587796312554872
299,GenMetS + covariates,2,1.0,1.0,0.7587796312554872
300,GenMetS + covariates,3,0.0,,0.7449517120280948
301,GenMetS + covariates,3,0.010101010101010102,0.19402985074626866,0.7449517120280948
302,GenMetS + covariates,3,0.020202020202020204,0.208955223880597,0.7449517120280948
303,GenMetS + covariates,3,0.030303030303030304,0.208955223880597,0.7449517120280948
304,GenMetS + covariates,3,0.04040404040404041,0.208955223880597,0.7449517120280948
305,GenMetS + covariates,3,0.05050505050505051,0.23880597014925373,0.7449517120280948
306,GenMetS + covariates,3,0.06060606060606061,0.2537313432835821,0.7449517120280948
307,GenMetS + covariates,3,0.07070707070707072,0.2537313432835821,0.7449517120280948
308,GenMetS + covariates,3,0.08080808080808081,0.2537313432835821,0.7449517120280948
309,GenMetS + covariates,3,0.09090909090909091,0.2835820895522388,0.7449517120280948
310,GenMetS + covariates,3,0.10101010101010102,0.2835820895522388,0.7449517120280948
311,GenMetS + covariates,3,0.11111111111111112,0.29850746268656714,0.7449517120280948
312,GenMetS + covariates,3,0.12121212121212122,0.373134328358209,0.7449517120280948
313,GenMetS + covariates,3,0.13131313131313133,0.373134328358209,0.7449517120280948
314,GenMetS + covariates,3,0.14141414141414144,0.4626865671641791,0.7449517120280948
315,GenMetS + covariates,3,0.15151515151515152,0.4626865671641791,0.7449517120280948
316,GenMetS + covariates,3,0.16161616161616163,0.4626865671641791,0.7449517120280948
317,GenMetS + covariates,3,0.17171717171717174,0.4626865671641791,0.7449517120280948
318,GenMetS + covariates,3,0.18181818181818182,0.5074626865671642,0.7449517120280948
319,GenMetS + covariates,3,0.19191919191919193,0.5074626865671642,0.7449517120280948
320,GenMetS + covariates,3,0.20202020202020204,0.5074626865671642,0.7449517120280948
321,GenMetS + covariates,3,0.21212121212121213,0.5074626865671642,0.7449517120280948
322,GenMetS + covariates,3,0.22222222222222224,0.6417910447761194,0.7449517120280948
323,GenMetS + covariates,3,0.23232323232323235,0.6417910447761194,0.7449517120280948
324,GenMetS + covariates,3,0.24242424242424243,0.6567164179104478,0.7449517120280948
325,GenMetS + covariates,3,0.25252525252525254,0.6716417910447762,0.7449517120280948
326,GenMetS + covariates,3,0.26262626262626265,0.6716417910447762,0.7449517120280948
327,GenMetS + covariates,3,0.27272727272727276,0.6716417910447762,0.7449517120280948
328,GenMetS + covariates,3,0.2828282828282829,0.6716417910447762,0.7449517120280948
329,GenMetS + covariates,3,0.29292929292929293,0.6716417910447762,0.7449517120280948
330,GenMetS + covariates,3,0.30303030303030304,0.6716417910447762,0.7449517120280948
331,GenMetS + covariates,3,0.31313131313131315,0.6716417910447762,0.7449517120280948
332,GenMetS + covariates,3,0.32323232323232326,0.6716417910447762,0.7449517120280948
333,GenMetS + covariates,3,0.33333333333333337,0.6716417910447762,0.7449517120280948
334,GenMetS + covariates,3,0.3434343434343435,0.6865671641791045,0.7449517120280948
335,GenMetS + covariates,3,0.3535353535353536,0.7164179104477612,0.7449517120280948
336,GenMetS + covariates,3,0.36363636363636365,0.7164179104477612,0.7449517120280948
337,GenMetS + covariates,3,0.37373737373737376,0.7164179104477612,0.7449517120280948
338,GenMetS + covariates,3,0.38383838383838387,0.7164179104477612,0.7449517120280948
339,GenMetS + covariates,3,0.393939393939394,0.7164179104477612,0.7449517120280948
340,GenMetS + covariates,3,0.4040404040404041,0.746268656716418,0.7449517120280948
341,GenMetS + covariates,3,0.4141414141414142,0.746268656716418,0.7449517120280948
342,GenMetS + covariates,3,0.42424242424242425,0.746268656716418,0.7449517120280948
343,GenMetS + covariates,3,0.43434343434343436,0.746268656716418,0.7449517120280948
344,GenMetS + covariates,3,0.4444444444444445,0.746268656716418,0.7449517120280948
345,GenMetS + covariates,3,0.4545454545454546,0.746268656716418,0.7449517120280948
346,GenMetS + covariates,3,0.4646464646464647,0.7611940298507462,0.7449517120280948
347,GenMetS + covariates,3,0.4747474747474748,0.7611940298507462,0.7449517120280948
