,model,bootstrap_iteration,calibration_slope
118,GenMetS only,18,1.0836645591128524
119,GenMetS only,19,1.1304615576332468
120,GenMetS only,20,1.0836645591128524
121,GenMetS only,21,1.0836645591128524
122,GenMetS only,22,1.1338352554275632
123,GenMetS only,23,1.4175201929034236
124,GenMetS only,24,1.1338352554275632
125,GenMetS only,25,1.2256011523607104
126,GenMetS only,26,1.0836645591128524
127,GenMetS only,27,1.1338352554275632
128,GenMetS only,28,1.0836645591128524
129,GenMetS only,29,1.1304615576332468
130,GenMetS only,30,1.1304615576332468
131,GenMetS only,31,1.0836645591128524
132,GenMetS only,32,1.0836645591128524
133,GenMetS only,33,1.0836645591128524
134,GenMetS only,34,1.2718228181969775
135,GenMetS only,35,1.0836645591128524
136,GenMetS only,36,1.1304615576332468
137,GenMetS only,37,1.0836645591128524
138,GenMetS only,38,1.1304615576332468
139,GenMetS only,39,1.1338352554275632
140,GenMetS only,40,1.0836645591128524
141,GenMetS only,41,1.0836645591128524
142,GenMetS only,42,1.0836645591128524
143,GenMetS only,43,1.1338352554275632
144,GenMetS only,44,1.1304615576332468
145,GenMetS only,45,1.3209972205983473
146,GenMetS only,46,1.1338352554275632
147,GenMetS only,47,1.0836645591128524
148,GenMetS only,48,1.1565356452451923
149,GenMetS only,49,1.1304615576332468
150,GenMetS only,50,1.0836645591128524
151,GenMetS only,51,1.1338352554275632
152,GenMetS only,52,1.0836645591128524
153,GenMetS only,53,1.1338352554275632
154,GenMetS only,54,1.1304615576332468
155,GenMetS only,55,1.0836645591128524
156,GenMetS only,56,1.1304615576332468
157,GenMetS only,57,1.4084512941414324
158,GenMetS only,58,1.1338352554275632
159,GenMetS only,59,1.2236500560235253
160,GenMetS only,60,1.1338352554275632
161,GenMetS only,61,1.0836645591128524
162,GenMetS only,62,1.0836645591128524
163,GenMetS only,63,1.1304615576332468
164,GenMetS only,64,1.0836645591128524
165,GenMetS only,65,1.1304615576332468
166,GenMetS only,66,1.0836645591128524
167,GenMetS only,67,1.1338352554275632
168,GenMetS only,68,1.0836645591128524
169,GenMetS only,69,1.1304615576332468
170,GenMetS only,70,1.1338352554275632
171,GenMetS only,71,1.1338352554275632
172,GenMetS only,72,1.1338352554275632
173,GenMetS only,73,1.1304615576332468
174,GenMetS only,74,1.1304615576332468
175,GenMetS only,75,1.1338352554275632
176,GenMetS only,76,1.1338352554275632
177,GenMetS only,77,1.0836645591128524
178,GenMetS only,78,1.1565356452451923
179,GenMetS only,79,1.1338352554275632
180,GenMetS only,80,1.1304615576332468
181,GenMetS only,81,1.0836645591128524
182,GenMetS only,82,1.0836645591128524
183,GenMetS only,83,1.0836645591128524
184,GenMetS only,84,1.1304615576332468
185,GenMetS only,85,1.0836645591128524
186,GenMetS only,86,1.1304615576332468
187,GenMetS only,87,1.0836645591128524
188,GenMetS only,88,1.1338352554275632
189,GenMetS only,89,1.0836645591128524
190,GenMetS only,90,1.0836645591128524
191,GenMetS only,91,1.0836645591128524
192,GenMetS only,92,1.0836645591128524
193,GenMetS only,93,1.0836645591128524
194,GenMetS only,94,1.1565356452451923
195,GenMetS only,95,1.2657625894020144
196,GenMetS only,96,1.2256011523607104
197,GenMetS only,97,1.4084512941414324
198,GenMetS only,98,1.1304615576332468
199,GenMetS only,99,1.1304615576332468
200,GenMetS + age,0,2.627251842762181
201,GenMetS + age,1,2.521536153314536
202,GenMetS + age,2,2.746053099078962
203,GenMetS + age,3,2.746053099078962
204,GenMetS + age,4,2.619114558563575
205,GenMetS + age,5,2.659402261214153
206,GenMetS + age,6,2.5518261473735984
207,GenMetS + age,7,2.7428695950240645
208,GenMetS + age,8,2.521536153314536
209,GenMetS + age,9,2.6529374398910903
210,GenMetS + age,10,2.627251842762181
211,GenMetS + age,11,2.7408876201737633
212,GenMetS + age,12,2.675293173837337
213,GenMetS + age,13,2.6529374398910903
214,GenMetS + age,14,2.675293173837337
215,GenMetS + age,15,2.7818998318859953
216,GenMetS + age,16,2.662772981696289
217,GenMetS + age,17,2.740051306917992
218,GenMetS + age,18,2.675293173837337
219,GenMetS + age,19,2.522766136999273
220,GenMetS + age,20,2.675293173837337
221,GenMetS + age,21,2.740051306917992
222,GenMetS + age,22,2.521536153314536
223,GenMetS + age,23,2.627251842762181
224,GenMetS + age,24,2.7408876201737633
225,GenMetS + age,25,2.675293173837337
226,GenMetS + age,26,2.521536153314536
227,GenMetS + age,27,2.7818998318859953
228,GenMetS + age,28,2.627251842762181
229,GenMetS + age,29,2.7428695950240645
230,GenMetS + age,30,2.522766136999273
231,GenMetS + age,31,2.7592028007097746
232,GenMetS + age,32,2.5518261473735984
233,GenMetS + age,33,2.627251842762181
234,GenMetS + age,34,2.7592028007097746
235,GenMetS + age,35,2.522766136999273
236,GenMetS + age,36,2.675293173837337
237,GenMetS + age,37,2.4622281170909495
238,GenMetS + age,38,2.7818998318859953
239,GenMetS + age,39,2.627251842762181
240,GenMetS + age,40,2.659402261214153
241,GenMetS + age,41,2.7818998318859953
242,GenMetS + age,42,2.7818998318859953
243,GenMetS + age,43,2.7818998318859953
244,GenMetS + age,44,2.627251842762181
245,GenMetS + age,45,2.627251842762181
246,GenMetS + age,46,2.491484239791384
247,GenMetS + age,47,2.521536153314536
248,GenMetS + age,48,2.7818998318859953
249,GenMetS + age,49,2.7428695950240645
250,GenMetS + age,50,2.675293173837337
251,GenMetS + age,51,2.522766136999273
252,GenMetS + age,52,2.627251842762181
253,GenMetS + age,53,2.675293173837337
254,GenMetS + age,54,2.521536153314536
255,GenMetS + age,55,2.5518261473735984
256,GenMetS + age,56,2.6529374398910903
257,GenMetS + age,57,2.7481006711289813
258,GenMetS + age,58,2.5518261473735984
259,GenMetS + age,59,2.7818998318859953
260,GenMetS + age,60,2.521536153314536
261,GenMetS + age,61,2.740051306917992
262,GenMetS + age,62,2.7415717991384083
263,GenMetS + age,63,2.659402261214153
264,GenMetS + age,64,2.627251842762181
265,GenMetS + age,65,2.7428695950240645
266,GenMetS + age,66,2.521536153314536
267,GenMetS + age,67,2.521536153314536
268,GenMetS + age,68,2.746053099078962
269,GenMetS + age,69,2.7408876201737633
270,GenMetS + age,70,2.566269783620523
271,GenMetS + age,71,2.521536153314536
272,GenMetS + age,72,2.710444199621713
273,GenMetS + age,73,2.7818998318859953
274,GenMetS + age,74,2.7818998318859953
275,GenMetS + age,75,2.521536153314536
276,GenMetS + age,76,2.627251842762181
277,GenMetS + age,77,2.675293173837337
278,GenMetS + age,78,2.5518261473735984
279,GenMetS + age,79,2.5518261473735984
280,GenMetS + age,80,2.627251842762181
281,GenMetS + age,81,2.7818998318859953
282,GenMetS + age,82,2.675293173837337
283,GenMetS + age,83,2.7818998318859953
284,GenMetS + age,84,2.7481006711289813
285,GenMetS + age,85,2.7428695950240645
286,GenMetS + age,86,2.675293173837337
287,GenMetS + age,87,2.521536153314536
288,GenMetS + age,88,2.5518261473735984
289,GenMetS + age,89,2.521536153314536
290,GenMetS + age,90,2.521536153314536
291,GenMetS + age,91,2.7818998318859953
292,GenMetS + age,92,2.521536153314536
293,GenMetS + age,93,2.521536153314536
294,GenMetS + age,94,2.522766136999273
295,GenMetS + age,95,2.491484239791384
296,GenMetS + age,96,2.521536153314536
297,GenMetS + age,97,2.7818998318859953
298,GenMetS + age,98,2.5518261473735984
299,GenMetS + age,99,2.522766136999273
300,Age Only,0,2.3702859729492993
301,Age Only,1,2.4323418004424187
302,Age Only,2,2.287327215786764
303,Age Only,3,2.4328324207288374
304,Age Only,4,2.4328324207288374
305,Age Only,5,2.2563387392689616
306,Age Only,6,2.287327215786764
307,Age Only,7,2.4328324207288374
308,Age Only,8,2.4328324207288374
309,Age Only,9,2.2630006926448636
310,Age Only,10,2.384866861751521
311,Age Only,11,2.4328324207288374
312,Age Only,12,2.4328324207288374
313,Age Only,13,2.4328324207288374
314,Age Only,14,2.284338970415201
315,Age Only,15,2.4328324207288374
316,Age Only,16,2.384866861751521
317,Age Only,17,2.4328324207288374
318,Age Only,18,2.287327215786764
319,Age Only,19,2.4323418004424187
320,Age Only,20,2.4328324207288374
321,Age Only,21,2.4328324207288374
322,Age Only,22,2.4328324207288374
323,Age Only,23,2.4328324207288374
324,Age Only,24,2.2563387392689616
325,Age Only,25,2.284338970415201
326,Age Only,26,2.4323418004424187
327,Age Only,27,2.4328324207288374
328,Age Only,28,2.4328324207288374
329,Age Only,29,2.284338970415201
330,Age Only,30,2.4323418004424187
331,Age Only,31,2.4328324207288374
332,Age Only,32,2.284338970415201
333,Age Only,33,2.4328324207288374
334,Age Only,34,2.4328324207288374
335,Age Only,35,2.4328324207288374
336,Age Only,36,2.4328324207288374
337,Age Only,37,2.4328324207288374
338,Age Only,38,2.384866861751521
339,Age Only,39,2.4328324207288374
340,Age Only,40,2.4328324207288374
341,Age Only,41,2.4328324207288374
342,Age Only,42,2.4328324207288374
343,Age Only,43,2.284338970415201
344,Age Only,44,2.4328324207288374
345,Age Only,45,2.4328324207288374
346,Age Only,46,2.4328324207288374
347,Age Only,47,2.287327215786764
348,Age Only,48,2.4328324207288374
349,Age Only,49,2.4328324207288374
350,Age Only,50,2.4328324207288374
351,Age Only,51,2.4328324207288374
352,Age Only,52,2.287327215786764
353,Age Only,53,2.4328324207288374
354,Age Only,54,2.4328324207288374
355,Age Only,55,2.4328324207288374
356,Age Only,56,2.4328324207288374
357,Age Only,57,2.4328324207288374
358,Age Only,58,2.4328324207288374
359,Age Only,59,2.4328324207288374
360,Age Only,60,2.4328324207288374
361,Age Only,61,2.384866861751521
362,Age Only,62,2.4323418004424187
363,Age Only,63,2.458275936568232
364,Age Only,64,2.4328324207288374
365,Age Only,65,2.2563387392689616
366,Age Only,66,2.4328324207288374
367,Age Only,67,2.4323418004424187
368,Age Only,68,2.287327215786764
369,Age Only,69,2.458275936568232
370,Age Only,70,2.4328324207288374
371,Age Only,71,2.458275936568232
372,Age Only,72,2.384866861751521
373,Age Only,73,2.4328324207288374
374,Age Only,74,2.4328324207288374
375,Age Only,75,2.458275936568232
376,Age Only,76,2.4328324207288374
377,Age Only,77,2.4328324207288374
378,Age Only,78,2.4328324207288374
379,Age Only,79,2.287327215786764
380,Age Only,80,2.287327215786764
381,Age Only,81,2.2563387392689616
382,Age Only,82,2.2630006926448636
383,Age Only,83,2.287327215786764
384,Age Only,84,2.4328324207288374
385,Age Only,85,2.287327215786764
386,Age Only,86,2.4328324207288374
387,Age Only,87,2.384866861751521
388,Age Only,88,2.4323418004424187
389,Age Only,89,2.4328324207288374
390,Age Only,90,2.287327215786764
391,Age Only,91,2.384866861751521
392,Age Only,92,2.4328324207288374
393,Age Only,93,2.284338970415201
394,Age Only,94,2.4328324207288374
395,Age Only,95,2.4328324207288374
396,Age Only,96,2.4328324207288374
397,Age Only,97,2.4328324207288374
398,Age Only,98,2.287327215786764
399,Age Only,99,2.4328324207288374
400,covariates only,0,2.504768777998231
401,covariates only,1,2.495514756177962
402,covariates only,2,2.512107006918548
403,covariates only,3,2.4433924704690146
404,covariates only,4,2.2493836100815967
405,covariates only,5,2.4460749156806196
406,covariates only,6,2.4757659226836015
407,covariates only,7,2.4927842593936123
408,covariates only,8,2.250078910365044
409,covariates only,9,2.495514756177962
410,covariates only,10,2.4757659226836015
411,covariates only,11,2.45029303509861
412,covariates only,12,2.4927842593936123
413,covariates only,13,2.5068669250040445
414,covariates only,14,2.4927842593936123
415,covariates only,15,2.249227620702376
416,covariates only,16,2.4927842593936123
417,covariates only,17,2.250078910365044
418,covariates only,18,2.4863701301716534
419,covariates only,19,2.445834683228826
420,covariates only,20,2.5646519704875788
421,covariates only,21,2.5646519704875788
422,covariates only,22,2.445834683228826
423,covariates only,23,2.5184880396229645
424,covariates only,24,2.445834683228826
425,covariates only,25,2.4036608563080994
426,covariates only,26,2.4036608563080994
427,covariates only,27,2.445834683228826
428,covariates only,28,2.249227620702376
429,covariates only,29,2.4433924704690146
430,covariates only,30,2.4757659226836015
431,covariates only,31,2.504768777998231
432,covariates only,32,2.5058571822732354
433,covariates only,33,2.495514756177962
434,covariates only,34,2.45029303509861
435,covariates only,35,2.4730436510964644
436,covariates only,36,2.504768777998231
437,covariates only,37,2.4043720614401995
438,covariates only,38,2.445834683228826
439,covariates only,39,2.445834683228826
440,covariates only,40,2.4433924704690146
441,covariates only,41,2.5492921352574927
442,covariates only,42,2.49844403350996
443,covariates only,43,2.4561663047393303
444,covariates only,44,2.4460749156806196
445,covariates only,45,2.141128656972138
446,covariates only,46,2.445834683228826
447,covariates only,47,2.495514756177962
448,covariates only,48,2.524631045274417
449,covariates only,49,2.445834683228826
450,covariates only,50,2.4382223809637766
451,covariates only,51,2.5068669250040445
452,covariates only,52,2.2493836100815967
453,covariates only,53,2.495514756177962
454,covariates only,54,2.445834683228826
455,covariates only,55,2.5621511218666484
456,covariates only,56,2.5068669250040445
457,covariates only,57,2.5058571822732354
458,covariates only,58,2.250078910365044
459,covariates only,59,2.445834683228826
460,covariates only,60,2.4863701301716534
461,covariates only,61,2.445834683228826
462,covariates only,62,2.445834683228826
463,covariates only,63,2.4460749156806196
464,covariates only,64,2.4757659226836015
465,covariates only,65,2.5270932520497995
466,covariates only,66,2.4712910395078724
467,covariates only,67,2.504768777998231
468,covariates only,68,2.5068669250040445
469,covariates only,69,2.144060587519789
470,covariates only,70,2.445834683228826
471,covariates only,71,2.495514756177962
472,covariates only,72,2.75553292072229
473,covariates only,73,2.4561663047393303
474,covariates only,74,2.445834683228826
475,covariates only,75,2.250078910365044
476,covariates only,76,2.144060587519789
477,covariates only,77,2.5068669250040445
478,covariates only,78,2.5621511218666484
479,covariates only,79,2.445834683228826
480,covariates only,80,2.521990675158715
481,covariates only,81,2.4927842593936123
482,covariates only,82,2.504768777998231
483,covariates only,83,2.2493836100815967
484,covariates only,84,2.2493836100815967
485,covariates only,85,2.519364034164043
486,covariates only,86,2.5012348151780928
487,covariates only,87,2.5068669250040445
488,covariates only,88,2.49844403350996
489,covariates only,89,2.2951319301643656
490,covariates only,90,2.445834683228826
491,covariates only,91,2.504768777998231
492,covariates only,92,2.504768777998231
493,covariates only,93,2.4460749156806196
494,covariates only,94,2.5068669250040445
495,covariates only,95,2.4757659226836015
496,covariates only,96,2.141128656972138
497,covariates only,97,2.4460749156806196
498,covariates only,98,2.4927842593936123
499,covariates only,99,2.519364034164043
