,model,bootstrap_iteration,feature,feature_importance
99,GenMetS + covariates,14,SocialEconomicalStatus,0.2670530476928517
100,GenMetS + covariates,14,GenMetS,0.21504301820112454
101,GenMetS + covariates,14,Education,0.11867283436178261
102,GenMetS + covariates,14,PhysicalActivity,0.08790716631248317
103,GenMetS + covariates,14,Sleephour,0.06432311374763093
104,GenMetS + covariates,14,TVhour,0.03767924189388201
105,GenMetS + covariates,15,Age,0.17606890493366625
106,GenMetS + covariates,15,SocialEconomicalStatus,0.11273813700213754
107,GenMetS + covariates,15,GenMetS,0.08952512476241417
108,GenMetS + covariates,15,Education,0.05998425688512657
109,GenMetS + covariates,15,PhysicalActivity,0.030551989510293222
110,GenMetS + covariates,15,TVhour,0.02163754435415655
111,GenMetS + covariates,15,Sleephour,0.0050451789108208545
112,GenMetS + covariates,16,Age,0.417604366846141
113,GenMetS + covariates,16,SocialEconomicalStatus,0.23792378276909049
114,GenMetS + covariates,16,GenMetS,0.19483836757909093
115,GenMetS + covariates,16,Education,0.11695952698859144
116,GenMetS + covariates,16,PhysicalActivity,0.07803343128901043
117,GenMetS + covariates,16,TVhour,0.02789605785485495
118,GenMetS + covariates,16,Sleephour,0.007168380267918121
119,GenMetS + covariates,17,Age,0.57167799211428
120,GenMetS + covariates,17,SocialEconomicalStatus,0.34739764884809304
121,GenMetS + covariates,17,GenMetS,0.3114327914220005
122,GenMetS + covariates,17,Education,0.2097675013142396
123,GenMetS + covariates,17,PhysicalActivity,0.1572600720707344
124,GenMetS + covariates,17,Sleephour,0.09385592546362295
125,GenMetS + covariates,17,TVhour,0.07229731608185641
126,GenMetS + covariates,18,Age,0.2930906558501774
127,GenMetS + covariates,18,SocialEconomicalStatus,0.16420782265905076
128,GenMetS + covariates,18,GenMetS,0.1149367779592576
129,GenMetS + covariates,18,Education,0.048323853908227424
130,GenMetS + covariates,18,PhysicalActivity,0.02855370541315103
131,GenMetS + covariates,18,TVhour,0.0097575309869221
132,GenMetS + covariates,18,Sleephour,0.004962590449170589
133,GenMetS + covariates,19,Age,0.41445175495648895
134,GenMetS + covariates,19,SocialEconomicalStatus,0.2767303444608115
135,GenMetS + covariates,19,GenMetS,0.22182958256536062
136,GenMetS + covariates,19,Education,0.11490777599045794
137,GenMetS + covariates,19,PhysicalActivity,0.09570377391818224
138,GenMetS + covariates,19,Sleephour,0.053706394319974426
139,GenMetS + covariates,19,TVhour,0.03586422468794301
140,GenMetS + covariates,20,Age,0.1896893856883032
141,GenMetS + covariates,20,SocialEconomicalStatus,0.11258421268304315
142,GenMetS + covariates,20,GenMetS,0.07696857290418761
143,GenMetS + covariates,20,Education,0.04879266711854787
144,GenMetS + covariates,20,PhysicalActivity,0.029405023498124325
145,GenMetS + covariates,20,TVhour,0.014101915317328857
146,GenMetS + covariates,20,Sleephour,0.011085572684304443
147,GenMetS + covariates,21,Age,0.06991013714257217
148,GenMetS + covariates,21,SocialEconomicalStatus,0.05849748385290577
149,GenMetS + covariates,21,GenMetS,0.04359391127492271
150,GenMetS + covariates,21,Education,0.04358529752368729
151,GenMetS + covariates,21,TVhour,0.024339110872811723
152,GenMetS + covariates,21,PhysicalActivity,0.014978469918309529
153,GenMetS + covariates,21,Sleephour,0.0
154,GenMetS + covariates,22,Age,0.4451654600852203
155,GenMetS + covariates,22,SocialEconomicalStatus,0.297709118710848
156,GenMetS + covariates,22,GenMetS,0.22303054336520534
157,GenMetS + covariates,22,Education,0.14012417124028978
158,GenMetS + covariates,22,PhysicalActivity,0.0957003788712124
159,GenMetS + covariates,22,TVhour,0.050654145621246184
160,GenMetS + covariates,22,Sleephour,0.02066526238378828
161,GenMetS + covariates,23,Age,0.2591907231597987
162,GenMetS + covariates,23,SocialEconomicalStatus,0.18725061164410017
163,GenMetS + covariates,23,GenMetS,0.12300746695138495
164,GenMetS + covariates,23,PhysicalActivity,0.08828613411492871
165,GenMetS + covariates,23,Education,0.07631805108239252
166,GenMetS + covariates,23,TVhour,0.023143535442650333
167,GenMetS + covariates,23,Sleephour,0.018157108976609177
168,GenMetS + covariates,24,Age,0.5240001429147607
169,GenMetS + covariates,24,SocialEconomicalStatus,0.3607193166077553
170,GenMetS + covariates,24,GenMetS,0.2853461692310456
171,GenMetS + covariates,24,Education,0.18274570004421248
172,GenMetS + covariates,24,PhysicalActivity,0.1230934320996619
173,GenMetS + covariates,24,Sleephour,0.08305869076318213
174,GenMetS + covariates,24,TVhour,0.07898514213240529
175,GenMetS + covariates,25,Age,0.41250297658718027
176,GenMetS + covariates,25,SocialEconomicalStatus,0.26700009262880864
177,GenMetS + covariates,25,GenMetS,0.1873104658490047
178,GenMetS + covariates,25,Education,0.11274194757012584
179,GenMetS + covariates,25,PhysicalActivity,0.067437595703984
180,GenMetS + covariates,25,Sleephour,0.04950738436494161
181,GenMetS + covariates,25,TVhour,0.02937489512535154
182,GenMetS + covariates,26,Age,0.0698272730585325
183,GenMetS + covariates,26,GenMetS,0.0654398013132935
184,GenMetS + covariates,26,SocialEconomicalStatus,0.05821208511106666
185,GenMetS + covariates,26,Education,0.04348782104005416
186,GenMetS + covariates,26,TVhour,0.02403437288933332
187,GenMetS + covariates,26,PhysicalActivity,0.012899911075244068
188,GenMetS + covariates,26,Sleephour,0.0
189,GenMetS + covariates,27,Age,0.42473290001221575
190,GenMetS + covariates,27,SocialEconomicalStatus,0.23621061708702257
191,GenMetS + covariates,27,GenMetS,0.20329904215229264
192,GenMetS + covariates,27,Education,0.10152521998207607
193,GenMetS + covariates,27,PhysicalActivity,0.09218354379006283
194,GenMetS + covariates,27,TVhour,0.034952074121028485
195,GenMetS + covariates,27,Sleephour,0.0
196,GenMetS + covariates,28,Age,0.410541281979255
197,GenMetS + covariates,28,SocialEconomicalStatus,0.2670530476928517
198,GenMetS + covariates,28,GenMetS,0.21504301820112454
199,GenMetS + covariates,28,Education,0.11867283436178261
200,GenMetS + covariates,28,PhysicalActivity,0.08790716631248317
201,GenMetS + covariates,28,Sleephour,0.06432311374763093
202,GenMetS + covariates,28,TVhour,0.03767924189388201
203,GenMetS + covariates,29,Age,0.44515477746242194
204,GenMetS + covariates,29,SocialEconomicalStatus,0.26337668243098883
205,GenMetS + covariates,29,GenMetS,0.2271032688752233
206,GenMetS + covariates,29,Education,0.1295107292037595
207,GenMetS + covariates,29,PhysicalActivity,0.08515678894913027
208,GenMetS + covariates,29,TVhour,0.029979542044094875
209,GenMetS + covariates,29,Sleephour,0.02585724502753604
210,GenMetS + covariates,30,Age,0.3636952866544877
211,GenMetS + covariates,30,GenMetS,0.22233842842998364
212,GenMetS + covariates,30,SocialEconomicalStatus,0.20517593234722276
213,GenMetS + covariates,30,Education,0.1005365780889988
214,GenMetS + covariates,30,PhysicalActivity,0.05359032629257821
215,GenMetS + covariates,30,TVhour,0.018566774792141364
216,GenMetS + covariates,30,Sleephour,0.0
217,GenMetS + covariates,31,Age,0.40203384759075317
218,GenMetS + covariates,31,SocialEconomicalStatus,0.22105921851878096
219,GenMetS + covariates,31,GenMetS,0.18736725488756964
220,GenMetS + covariates,31,Education,0.09500364362500194
221,GenMetS + covariates,31,PhysicalActivity,0.07538540613563317
222,GenMetS + covariates,31,TVhour,0.025344767568564
223,GenMetS + covariates,31,Sleephour,0.0
224,GenMetS + covariates,32,Age,0.43536900395513667
225,GenMetS + covariates,32,SocialEconomicalStatus,0.27191399770219704
226,GenMetS + covariates,32,GenMetS,0.23404208909123445
227,GenMetS + covariates,32,Education,0.1491230464119603
228,GenMetS + covariates,32,PhysicalActivity,0.09153620916372167
229,GenMetS + covariates,32,TVhour,0.028480513248868546
230,GenMetS + covariates,32,Sleephour,0.017509803624409764
231,GenMetS + covariates,33,Age,0.4039735855575832
232,GenMetS + covariates,33,SocialEconomicalStatus,0.2213345997969671
233,GenMetS + covariates,33,GenMetS,0.18314439351778244
234,GenMetS + covariates,33,Education,0.08081149434241364
235,GenMetS + covariates,33,PhysicalActivity,0.06071886977401597
236,GenMetS + covariates,33,TVhour,0.021517199147803097
237,GenMetS + covariates,33,Sleephour,0.0
238,GenMetS + covariates,34,Age,0.42473290001221575
239,GenMetS + covariates,34,SocialEconomicalStatus,0.23621061708702257
240,GenMetS + covariates,34,GenMetS,0.20329904215229264
241,GenMetS + covariates,34,Education,0.10152521998207607
242,GenMetS + covariates,34,PhysicalActivity,0.09218354379006283
243,GenMetS + covariates,34,TVhour,0.034952074121028485
244,GenMetS + covariates,34,Sleephour,0.0
245,GenMetS + covariates,35,Age,0.5566315017499164
246,GenMetS + covariates,35,SocialEconomicalStatus,0.35829460583647926
247,GenMetS + covariates,35,GenMetS,0.2905510249542142
248,GenMetS + covariates,35,Education,0.1908448735330668
249,GenMetS + covariates,35,PhysicalActivity,0.1361868900940926
250,GenMetS + covariates,35,Sleephour,0.0912984438971788
251,GenMetS + covariates,35,TVhour,0.039075359899964586
252,GenMetS + covariates,36,Age,0.06914460642604776
253,GenMetS + covariates,36,SocialEconomicalStatus,0.05946994311503921
254,GenMetS + covariates,36,GenMetS,0.03078091804248584
255,GenMetS + covariates,36,PhysicalActivity,0.026830212939564006
256,GenMetS + covariates,36,Education,0.026668979354409716
257,GenMetS + covariates,36,TVhour,0.007446665366697637
258,GenMetS + covariates,36,Sleephour,0.006560591413053102
259,GenMetS + covariates,37,Age,0.06915009167010855
260,GenMetS + covariates,37,SocialEconomicalStatus,0.0557818665608798
261,GenMetS + covariates,37,GenMetS,0.0305222220386602
262,GenMetS + covariates,37,PhysicalActivity,0.027049987463982288
263,GenMetS + covariates,37,Education,0.0266555786051408
264,GenMetS + covariates,37,TVhour,0.0074461265372595346
265,GenMetS + covariates,37,Sleephour,0.006562395068230457
266,GenMetS + covariates,38,Age,0.41126710080541684
267,GenMetS + covariates,38,SocialEconomicalStatus,0.22715495149487688
268,GenMetS + covariates,38,GenMetS,0.19367543621295713
269,GenMetS + covariates,38,Education,0.09327427695436337
270,GenMetS + covariates,38,PhysicalActivity,0.06722261123642051
271,GenMetS + covariates,38,TVhour,0.015288546432913476
272,GenMetS + covariates,38,Sleephour,0.0
273,GenMetS + covariates,39,Age,0.43536900395513667
274,GenMetS + covariates,39,SocialEconomicalStatus,0.27191399770219704
275,GenMetS + covariates,39,GenMetS,0.23404208909123445
276,GenMetS + covariates,39,Education,0.1491230464119603
277,GenMetS + covariates,39,PhysicalActivity,0.09153620916372167
278,GenMetS + covariates,39,TVhour,0.028480513248868546
279,GenMetS + covariates,39,Sleephour,0.017509803624409764
280,GenMetS + covariates,40,Age,0.507970671435003
281,GenMetS + covariates,40,SocialEconomicalStatus,0.31259073540231186
282,GenMetS + covariates,40,GenMetS,0.24528178149948104
283,GenMetS + covariates,40,Education,0.15593102075423426
284,GenMetS + covariates,40,PhysicalActivity,0.11182052594157692
285,GenMetS + covariates,40,Sleephour,0.0884003953921471
286,GenMetS + covariates,40,TVhour,0.06783564721779141
287,GenMetS + covariates,41,Age,0.43536900395513667
288,GenMetS + covariates,41,SocialEconomicalStatus,0.27191399770219704
289,GenMetS + covariates,41,GenMetS,0.23404208909123445
290,GenMetS + covariates,41,Education,0.1491230464119603
291,GenMetS + covariates,41,PhysicalActivity,0.09153620916372167
292,GenMetS + covariates,41,TVhour,0.028480513248868546
293,GenMetS + covariates,41,Sleephour,0.017509803624409764
294,GenMetS + covariates,42,Age,0.545457732796393
295,GenMetS + covariates,42,SocialEconomicalStatus,0.33442199218011004
296,GenMetS + covariates,42,GenMetS,0.2984365137670775
297,GenMetS + covariates,42,Education,0.20092289127167998
298,GenMetS + covariates,42,PhysicalActivity,0.14972478826281063
299,GenMetS + covariates,42,TVhour,0.10058955178647824
300,GenMetS + covariates,42,Sleephour,0.09556759021072482
301,GenMetS + covariates,43,Age,0.40125300877396425
302,GenMetS + covariates,43,SocialEconomicalStatus,0.25271735309999166
303,GenMetS + covariates,43,GenMetS,0.19610661021689005
304,GenMetS + covariates,43,Education,0.10970194764124852
305,GenMetS + covariates,43,PhysicalActivity,0.07710790221800135
306,GenMetS + covariates,43,Sleephour,0.04082570256506679
307,GenMetS + covariates,43,TVhour,0.02957222245537019
308,GenMetS + covariates,44,Age,0.25925516673977766
309,GenMetS + covariates,44,SocialEconomicalStatus,0.18357642889160788
310,GenMetS + covariates,44,GenMetS,0.12411327681987079
311,GenMetS + covariates,44,PhysicalActivity,0.08839835438705737
312,GenMetS + covariates,44,Education,0.07626284828285379
313,GenMetS + covariates,44,TVhour,0.023143535442650333
314,GenMetS + covariates,44,Sleephour,0.018157108976609177
315,GenMetS + covariates,45,Age,0.5447401429810734
316,GenMetS + covariates,45,SocialEconomicalStatus,0.3497968848546692
317,GenMetS + covariates,45,GenMetS,0.29349892415692674
318,GenMetS + covariates,45,Education,0.18132884726004186
319,GenMetS + covariates,45,PhysicalActivity,0.12406853627192747
320,GenMetS + covariates,45,Sleephour,0.0935446698553861
321,GenMetS + covariates,45,TVhour,0.04205806807676951
322,GenMetS + covariates,46,Age,0.1899250261708577
323,GenMetS + covariates,46,SocialEconomicalStatus,0.11161510608857826
324,GenMetS + covariates,46,GenMetS,0.0765439696215455
325,GenMetS + covariates,46,Education,0.04867988533259335
326,GenMetS + covariates,46,PhysicalActivity,0.028737304481544036
327,GenMetS + covariates,46,TVhour,0.013980433618546362
328,GenMetS + covariates,46,Sleephour,0.011106233742174315
329,GenMetS + covariates,47,Age,0.26892942098215994
330,GenMetS + covariates,47,SocialEconomicalStatus,0.12916523757908074
331,GenMetS + covariates,47,GenMetS,0.11376760491073405
332,GenMetS + covariates,47,Education,0.014621874024349913
333,GenMetS + covariates,47,PhysicalActivity,0.005735838845268722
334,GenMetS + covariates,47,TVhour,0.0022324609182499066
335,GenMetS + covariates,47,Sleephour,0.0
336,GenMetS + covariates,48,Age,0.4072347169673518
337,GenMetS + covariates,48,SocialEconomicalStatus,0.25591464833953176
338,GenMetS + covariates,48,GenMetS,0.2132584669607588
339,GenMetS + covariates,48,Education,0.11795013758967875
340,GenMetS + covariates,48,PhysicalActivity,0.0915582893993705
341,GenMetS + covariates,48,Sleephour,0.04923217423274011
342,GenMetS + covariates,48,TVhour,0.033868607515469204
343,GenMetS + covariates,49,Age,0.417604366846141
344,GenMetS + covariates,49,SocialEconomicalStatus,0.23792378276909049
345,GenMetS + covariates,49,GenMetS,0.19483836757909093
346,GenMetS + covariates,49,Education,0.11695952698859144
347,GenMetS + covariates,49,PhysicalActivity,0.07803343128901043
348,GenMetS + covariates,49,TVhour,0.02789605785485495
349,GenMetS + covariates,49,Sleephour,0.007168380267918121
350,GenMetS + covariates,50,Age,0.18825028683089964
351,GenMetS + covariates,50,SocialEconomicalStatus,0.11240267282042377
352,GenMetS + covariates,50,GenMetS,0.07438699603924114
353,GenMetS + covariates,50,Education,0.04957036164854825
354,GenMetS + covariates,50,PhysicalActivity,0.02880574701816983
355,GenMetS + covariates,50,TVhour,0.012060824171450267
356,GenMetS + covariates,50,Sleephour,0.0105998698788764
357,GenMetS + covariates,51,Age,0.4950329156170977
358,GenMetS + covariates,51,SocialEconomicalStatus,0.29988882557852886
359,GenMetS + covariates,51,GenMetS,0.23567812529078655
360,GenMetS + covariates,51,Education,0.1446204008372259
361,GenMetS + covariates,51,PhysicalActivity,0.09767660222747536
362,GenMetS + covariates,51,Sleephour,0.055734846770418435
363,GenMetS + covariates,51,TVhour,0.050994114715847444
364,GenMetS + covariates,52,Age,0.545457732796393
365,GenMetS + covariates,52,SocialEconomicalStatus,0.33442199218011004
366,GenMetS + covariates,52,GenMetS,0.2984365137670775
367,GenMetS + covariates,52,Education,0.20092289127167998
368,GenMetS + covariates,52,PhysicalActivity,0.14972478826281063
369,GenMetS + covariates,52,TVhour,0.10058955178647824
370,GenMetS + covariates,52,Sleephour,0.09556759021072482
371,GenMetS + covariates,53,Age,0.410541281979255
372,GenMetS + covariates,53,SocialEconomicalStatus,0.2670530476928517
373,GenMetS + covariates,53,GenMetS,0.21504301820112454
374,GenMetS + covariates,53,Education,0.11867283436178261
375,GenMetS + covariates,53,PhysicalActivity,0.08790716631248317
376,GenMetS + covariates,53,Sleephour,0.06432311374763093
377,GenMetS + covariates,53,TVhour,0.03767924189388201
378,GenMetS + covariates,54,Age,0.40053942700058065
379,GenMetS + covariates,54,SocialEconomicalStatus,0.288774403469706
380,GenMetS + covariates,54,GenMetS,0.24420945165221816
381,GenMetS + covariates,54,Education,0.14832719028623856
382,GenMetS + covariates,54,PhysicalActivity,0.10221430416881214
383,GenMetS + covariates,54,TVhour,0.04252340992802272
384,GenMetS + covariates,54,Sleephour,0.038101290623415954
385,GenMetS + covariates,55,Age,0.4021358598317539
386,GenMetS + covariates,55,SocialEconomicalStatus,0.23889218876745416
387,GenMetS + covariates,55,GenMetS,0.19900710150896125
388,GenMetS + covariates,55,Education,0.12108151868609199
389,GenMetS + covariates,55,PhysicalActivity,0.06646150761704751
390,GenMetS + covariates,55,TVhour,0.028602580533052473
391,GenMetS + covariates,55,Sleephour,0.00624152433706654
392,GenMetS + covariates,56,Age,0.410541281979255
393,GenMetS + covariates,56,SocialEconomicalStatus,0.2670530476928517
394,GenMetS + covariates,56,GenMetS,0.21504301820112454
395,GenMetS + covariates,56,Education,0.11867283436178261
396,GenMetS + covariates,56,PhysicalActivity,0.08790716631248317
397,GenMetS + covariates,56,Sleephour,0.06432311374763093
398,GenMetS + covariates,56,TVhour,0.03767924189388201
399,GenMetS + covariates,57,Age,0.2602893516592404
400,GenMetS + covariates,57,SocialEconomicalStatus,0.18121527408146199
401,GenMetS + covariates,57,GenMetS,0.12594499984963065
402,GenMetS + covariates,57,Education,0.07142865235468857
403,GenMetS + covariates,57,PhysicalActivity,0.061495300108152975
404,GenMetS + covariates,57,TVhour,0.02336394222687794
405,GenMetS + covariates,57,Sleephour,0.01828742342897589
406,GenMetS + covariates,58,Age,0.5756342204671906
407,GenMetS + covariates,58,SocialEconomicalStatus,0.33647496899244966
408,GenMetS + covariates,58,GenMetS,0.28385451899734504
409,GenMetS + covariates,58,Education,0.1941463905235545
410,GenMetS + covariates,58,PhysicalActivity,0.13285803309214922
411,GenMetS + covariates,58,Sleephour,0.10394120346451245
412,GenMetS + covariates,58,TVhour,0.07865357300359756
413,GenMetS + covariates,59,Age,0.1899250261708577
414,GenMetS + covariates,59,SocialEconomicalStatus,0.11161510608857826
415,GenMetS + covariates,59,GenMetS,0.0765439696215455
416,GenMetS + covariates,59,Education,0.04867988533259335
417,GenMetS + covariates,59,PhysicalActivity,0.028737304481544036
418,GenMetS + covariates,59,TVhour,0.013980433618546362
419,GenMetS + covariates,59,Sleephour,0.011106233742174315
420,GenMetS + covariates,60,Age,0.1896893856883032
421,GenMetS + covariates,60,SocialEconomicalStatus,0.11258421268304315
422,GenMetS + covariates,60,GenMetS,0.07696857290418761
423,GenMetS + covariates,60,Education,0.04879266711854787
424,GenMetS + covariates,60,PhysicalActivity,0.029405023498124325
425,GenMetS + covariates,60,TVhour,0.014101915317328857
426,GenMetS + covariates,60,Sleephour,0.011085572684304443
427,GenMetS + covariates,61,Age,0.5056080547573251
428,GenMetS + covariates,61,SocialEconomicalStatus,0.3185169760576209
429,GenMetS + covariates,61,GenMetS,0.24727933457053125
430,GenMetS + covariates,61,Education,0.16136902540475473
431,GenMetS + covariates,61,PhysicalActivity,0.10327946395281257
432,GenMetS + covariates,61,TVhour,0.07322932044652948
433,GenMetS + covariates,61,Sleephour,0.0707342625374009
434,GenMetS + covariates,62,Age,0.40203195676445563
435,GenMetS + covariates,62,SocialEconomicalStatus,0.2626074176852729
436,GenMetS + covariates,62,GenMetS,0.2039480392199562
437,GenMetS + covariates,62,Education,0.12715873050063642
438,GenMetS + covariates,62,PhysicalActivity,0.08484404428084209
439,GenMetS + covariates,62,TVhour,0.03802321307864729
440,GenMetS + covariates,62,Sleephour,0.022233075480839158
441,GenMetS + covariates,63,Age,0.41445175495648895
442,GenMetS + covariates,63,SocialEconomicalStatus,0.2767303444608115
443,GenMetS + covariates,63,GenMetS,0.22182958256536062
444,GenMetS + covariates,63,Education,0.11490777599045794
445,GenMetS + covariates,63,PhysicalActivity,0.09570377391818224
446,GenMetS + covariates,63,Sleephour,0.053706394319974426
447,GenMetS + covariates,63,TVhour,0.03586422468794301
448,GenMetS + covariates,64,Age,0.5756342204671906
449,GenMetS + covariates,64,SocialEconomicalStatus,0.33647496899244966
450,GenMetS + covariates,64,GenMetS,0.28385451899734504
451,GenMetS + covariates,64,Education,0.1941463905235545
452,GenMetS + covariates,64,PhysicalActivity,0.13285803309214922
453,GenMetS + covariates,64,Sleephour,0.10394120346451245
454,GenMetS + covariates,64,TVhour,0.07865357300359756
455,GenMetS + covariates,65,Age,0.5077765899693627
456,GenMetS + covariates,65,SocialEconomicalStatus,0.2930303943881125
457,GenMetS + covariates,65,GenMetS,0.24944710488532912
458,GenMetS + covariates,65,Education,0.17142572547869614
459,GenMetS + covariates,65,PhysicalActivity,0.11649222705333011
460,GenMetS + covariates,65,Sleephour,0.07567148046251558
461,GenMetS + covariates,65,TVhour,0.06641819866705274
462,GenMetS + covariates,66,Age,0.4072347169673518
463,GenMetS + covariates,66,SocialEconomicalStatus,0.25591464833953176
464,GenMetS + covariates,66,GenMetS,0.2132584669607588
465,GenMetS + covariates,66,Education,0.11795013758967875
466,GenMetS + covariates,66,PhysicalActivity,0.0915582893993705
467,GenMetS + covariates,66,Sleephour,0.04923217423274011
468,GenMetS + covariates,66,TVhour,0.033868607515469204
469,GenMetS + covariates,67,Age,0.40053942700058065
470,GenMetS + covariates,67,SocialEconomicalStatus,0.288774403469706
471,GenMetS + covariates,67,GenMetS,0.24420945165221816
472,GenMetS + covariates,67,Education,0.14832719028623856
473,GenMetS + covariates,67,PhysicalActivity,0.10221430416881214
474,GenMetS + covariates,67,TVhour,0.04252340992802272
475,GenMetS + covariates,67,Sleephour,0.038101290623415954
476,GenMetS + covariates,68,Age,0.4686767829497932
477,GenMetS + covariates,68,SocialEconomicalStatus,0.32486861578540677
