,model,bootstrap_iteration,calibration_slope
113,GenMetS only,13,0.9894073736948713
114,GenMetS only,14,0.9622491624306483
115,GenMetS only,15,0.928304830487864
116,GenMetS only,16,0.928304830487864
117,GenMetS only,17,0.9212616461820616
118,GenMetS only,18,0.9040028808270405
119,GenMetS only,19,0.9894073736948713
120,GenMetS only,20,0.9786849164698721
121,GenMetS only,21,0.9212616461820616
122,GenMetS only,22,0.9212616461820616
123,GenMetS only,23,0.9254586012803506
124,GenMetS only,24,0.9212616461820616
125,GenMetS only,25,0.9212616461820616
126,GenMetS only,26,0.9786849164698721
127,GenMetS only,27,0.9212616461820616
128,GenMetS only,28,0.9786849164698721
129,GenMetS only,29,0.9894073736948713
130,GenMetS only,30,0.9786849164698721
131,GenMetS only,31,0.8944636354591446
132,GenMetS only,32,1.0533762838448346
133,GenMetS only,33,1.0533762838448346
134,GenMetS only,34,0.9786849164698721
135,GenMetS only,35,0.9786849164698721
136,GenMetS only,36,0.9212616461820616
137,GenMetS only,37,0.9040028808270405
138,GenMetS only,38,0.9786849164698721
139,GenMetS only,39,0.9786849164698721
140,GenMetS only,40,0.9254586012803506
141,GenMetS only,41,0.9134100368428777
142,GenMetS only,42,0.9040028808270405
143,GenMetS only,43,0.9212616461820616
144,GenMetS only,44,0.9786849164698721
145,GenMetS only,45,0.9786849164698721
146,GenMetS only,46,0.9040028808270405
147,GenMetS only,47,0.9786849164698721
148,GenMetS only,48,0.9786849164698721
149,GenMetS only,49,0.9212616461820616
150,GenMetS only,50,1.0533762838448346
151,GenMetS only,51,0.9786849164698721
152,GenMetS only,52,0.9786849164698721
153,GenMetS only,53,0.9040028808270405
154,GenMetS only,54,0.9212616461820616
155,GenMetS only,55,1.0533762838448346
156,GenMetS only,56,0.9786849164698721
157,GenMetS only,57,1.0533762838448346
158,GenMetS only,58,0.9212616461820616
159,GenMetS only,59,0.9786849164698721
160,GenMetS only,60,0.9786849164698721
161,GenMetS only,61,0.9212616461820616
162,GenMetS only,62,0.9786849164698721
163,GenMetS only,63,0.9212616461820616
164,GenMetS only,64,0.9212616461820616
165,GenMetS only,65,0.9786849164698721
166,GenMetS only,66,0.9212616461820616
167,GenMetS only,67,0.9786849164698721
168,GenMetS only,68,0.8556591161047352
169,GenMetS only,69,0.9894073736948713
170,GenMetS only,70,0.908290060614408
171,GenMetS only,71,0.9894073736948713
172,GenMetS only,72,0.9212616461820616
173,GenMetS only,73,1.0533762838448346
174,GenMetS only,74,0.9786849164698721
175,GenMetS only,75,0.9786849164698721
176,GenMetS only,76,0.9212616461820616
177,GenMetS only,77,0.9040028808270405
178,GenMetS only,78,0.9212616461820616
179,GenMetS only,79,0.9212616461820616
180,GenMetS only,80,1.0533762838448346
181,GenMetS only,81,0.9212616461820616
182,GenMetS only,82,0.9894073736948713
183,GenMetS only,83,1.0533762838448346
184,GenMetS only,84,0.9786849164698721
185,GenMetS only,85,0.9212616461820616
186,GenMetS only,86,0.9786849164698721
187,GenMetS only,87,1.0533762838448346
188,GenMetS only,88,1.0533762838448346
189,GenMetS only,89,0.9212616461820616
190,GenMetS only,90,0.9894073736948713
191,GenMetS only,91,0.9786849164698721
192,GenMetS only,92,0.9786849164698721
193,GenMetS only,93,0.9786849164698721
194,GenMetS only,94,0.9786849164698721
195,GenMetS only,95,0.9936072698934297
196,GenMetS only,96,0.9134100368428777
197,GenMetS only,97,0.9786849164698721
198,GenMetS only,98,0.9894073736948713
199,GenMetS only,99,0.9786849164698721
200,GenMetS + age,0,2.8857615935090584
201,GenMetS + age,1,2.562818343643909
202,GenMetS + age,2,2.8857615935090584
203,GenMetS + age,3,2.892877301260952
204,GenMetS + age,4,2.8857615935090584
205,GenMetS + age,5,2.8857615935090584
206,GenMetS + age,6,2.8646516505635606
207,GenMetS + age,7,2.753498654145608
208,GenMetS + age,8,2.519963932936996
209,GenMetS + age,9,2.866444154102138
210,GenMetS + age,10,2.60749273129282
211,GenMetS + age,11,2.891777880275636
212,GenMetS + age,12,2.891777880275636
213,GenMetS + age,13,2.8857615935090584
214,GenMetS + age,14,2.8344080656070676
215,GenMetS + age,15,2.8283306662279974
216,GenMetS + age,16,2.9315186951735623
217,GenMetS + age,17,2.753498654145608
218,GenMetS + age,18,2.8857615935090584
219,GenMetS + age,19,2.791918353648322
220,GenMetS + age,20,2.1123736501183257
221,GenMetS + age,21,2.781770295912864
222,GenMetS + age,22,2.519963932936996
223,GenMetS + age,23,2.753498654145608
224,GenMetS + age,24,2.9354729055924866
225,GenMetS + age,25,2.8038969495455848
226,GenMetS + age,26,2.7441940213278793
227,GenMetS + age,27,2.781770295912864
228,GenMetS + age,28,2.9118309463276066
229,GenMetS + age,29,2.5233898967584967
230,GenMetS + age,30,2.753498654145608
231,GenMetS + age,31,2.519963932936996
232,GenMetS + age,32,2.0436648079834074
233,GenMetS + age,33,2.8857615935090584
234,GenMetS + age,34,2.9354729055924866
235,GenMetS + age,35,2.9354729055924866
236,GenMetS + age,36,2.9315186951735623
237,GenMetS + age,37,2.8411213948427108
238,GenMetS + age,38,2.886390329495228
239,GenMetS + age,39,2.9354729055924866
240,GenMetS + age,40,2.0434026781298127
241,GenMetS + age,41,2.0054251622508676
242,GenMetS + age,42,2.0409233140558465
243,GenMetS + age,43,2.9354729055924866
244,GenMetS + age,44,2.8344080656070676
245,GenMetS + age,45,2.9152757463744727
246,GenMetS + age,46,2.9354729055924866
247,GenMetS + age,47,2.9354729055924866
248,GenMetS + age,48,2.663124756868941
249,GenMetS + age,49,2.9118309463276066
250,GenMetS + age,50,2.8857615935090584
251,GenMetS + age,51,2.9354729055924866
252,GenMetS + age,52,2.562818343643909
253,GenMetS + age,53,2.6535422874368915
254,GenMetS + age,54,2.8764457583486447
255,GenMetS + age,55,2.9118309463276066
256,GenMetS + age,56,2.0434026781298127
257,GenMetS + age,57,2.791918353648322
258,GenMetS + age,58,2.891777880275636
259,GenMetS + age,59,2.7441940213278793
260,GenMetS + age,60,2.753498654145608
261,GenMetS + age,61,2.519963932936996
262,GenMetS + age,62,2.891777880275636
263,GenMetS + age,63,2.8857615935090584
264,GenMetS + age,64,2.5233898967584967
265,GenMetS + age,65,2.8857615935090584
266,GenMetS + age,66,2.8295719691806274
267,GenMetS + age,67,2.519963932936996
268,GenMetS + age,68,2.519963932936996
269,GenMetS + age,69,2.7803523359891815
270,GenMetS + age,70,2.519963932936996
271,GenMetS + age,71,2.7803523359891815
272,GenMetS + age,72,2.886390329495228
273,GenMetS + age,73,2.9369009740842453
274,GenMetS + age,74,2.9354729055924866
275,GenMetS + age,75,2.519963932936996
276,GenMetS + age,76,2.753498654145608
277,GenMetS + age,77,2.753498654145608
278,GenMetS + age,78,2.562818343643909
279,GenMetS + age,79,2.844694689721263
280,GenMetS + age,80,2.8646516505635606
281,GenMetS + age,81,2.8238764226316775
282,GenMetS + age,82,2.0054251622508676
283,GenMetS + age,83,2.0054251622508676
284,GenMetS + age,84,2.8134660810643495
285,GenMetS + age,85,2.779256152278059
286,GenMetS + age,86,2.891777880275636
287,GenMetS + age,87,2.8238764226316775
288,GenMetS + age,88,2.891777880275636
289,GenMetS + age,89,2.840047869249054
290,GenMetS + age,90,2.0115585656703243
291,GenMetS + age,91,2.0115585656703243
292,GenMetS + age,92,2.519963932936996
293,GenMetS + age,93,2.1123736501183257
294,GenMetS + age,94,2.8857615935090584
295,GenMetS + age,95,2.781770295912864
296,GenMetS + age,96,2.891777880275636
297,GenMetS + age,97,2.7803523359891815
298,GenMetS + age,98,2.519963932936996
299,GenMetS + age,99,2.8857615935090584
300,Age Only,0,2.286310345352987
301,Age Only,1,2.49956596655804
302,Age Only,2,2.49956596655804
303,Age Only,3,2.6723771021683747
304,Age Only,4,2.617596877091098
305,Age Only,5,2.286310345352987
306,Age Only,6,2.286310345352987
307,Age Only,7,2.617596877091098
308,Age Only,8,2.2890577204484783
309,Age Only,9,2.617596877091098
310,Age Only,10,2.614085841602603
311,Age Only,11,2.49956596655804
312,Age Only,12,2.614085841602603
313,Age Only,13,2.49956596655804
314,Age Only,14,2.286310345352987
315,Age Only,15,2.49956596655804
316,Age Only,16,2.2890577204484783
317,Age Only,17,2.617596877091098
318,Age Only,18,2.616735390303826
319,Age Only,19,2.61105297111029
320,Age Only,20,2.6723771021683747
321,Age Only,21,2.614085841602603
322,Age Only,22,2.2890577204484783
323,Age Only,23,2.2890577204484783
324,Age Only,24,2.286310345352987
325,Age Only,25,2.61105297111029
326,Age Only,26,2.286310345352987
327,Age Only,27,2.49956596655804
328,Age Only,28,2.616735390303826
329,Age Only,29,2.2890577204484783
330,Age Only,30,2.617596877091098
331,Age Only,31,2.2890577204484783
332,Age Only,32,2.286310345352987
333,Age Only,33,2.286310345352987
334,Age Only,34,2.2890577204484783
335,Age Only,35,2.617596877091098
336,Age Only,36,2.6281096157069466
337,Age Only,37,2.286310345352987
338,Age Only,38,2.631306303185566
339,Age Only,39,2.617596877091098
340,Age Only,40,2.49956596655804
341,Age Only,41,2.6137880236902467
342,Age Only,42,2.5350655028007743
343,Age Only,43,2.49956596655804
344,Age Only,44,2.49956596655804
345,Age Only,45,2.49956596655804
346,Age Only,46,2.286310345352987
347,Age Only,47,2.2890577204484783
348,Age Only,48,2.617596877091098
349,Age Only,49,2.286310345352987
350,Age Only,50,2.617596877091098
351,Age Only,51,2.31440424987874
352,Age Only,52,2.49956596655804
353,Age Only,53,2.286310345352987
354,Age Only,54,2.616735390303826
355,Age Only,55,2.631306303185566
356,Age Only,56,2.614085841602603
357,Age Only,57,2.49956596655804
358,Age Only,58,2.49956596655804
359,Age Only,59,2.614085841602603
360,Age Only,60,2.286310345352987
361,Age Only,61,2.2890577204484783
362,Age Only,62,2.614085841602603
363,Age Only,63,2.6723771021683747
364,Age Only,64,2.617596877091098
365,Age Only,65,2.6723771021683747
366,Age Only,66,2.67560812931865
367,Age Only,67,2.6080105031279466
368,Age Only,68,2.49956596655804
369,Age Only,69,2.614085841602603
370,Age Only,70,2.617596877091098
371,Age Only,71,2.631306303185566
372,Age Only,72,2.5350655028007743
373,Age Only,73,2.2890577204484783
374,Age Only,74,2.614085841602603
375,Age Only,75,2.2890577204484783
376,Age Only,76,2.286310345352987
377,Age Only,77,2.286310345352987
378,Age Only,78,2.6137880236902467
379,Age Only,79,2.49956596655804
380,Age Only,80,2.614085841602603
381,Age Only,81,2.31440424987874
382,Age Only,82,2.6137880236902467
383,Age Only,83,2.617596877091098
384,Age Only,84,2.49956596655804
385,Age Only,85,2.2890577204484783
386,Age Only,86,2.616735390303826
387,Age Only,87,2.631306303185566
388,Age Only,88,2.49956596655804
389,Age Only,89,2.617596877091098
390,Age Only,90,2.67560812931865
391,Age Only,91,2.6723771021683747
392,Age Only,92,2.611525875819014
393,Age Only,93,2.49956596655804
394,Age Only,94,2.6723771021683747
395,Age Only,95,2.631306303185566
396,Age Only,96,2.2890577204484783
397,Age Only,97,2.616735390303826
398,Age Only,98,2.286310345352987
399,Age Only,99,2.286310345352987
400,covariates only,0,1.008124490856339
401,covariates only,1,1.9636938022183936
402,covariates only,2,2.5925009181484007
403,covariates only,3,1.9455397105864807
404,covariates only,4,2.5280731861896983
405,covariates only,5,2.5860680668453315
406,covariates only,6,2.4970901691395
407,covariates only,7,2.5309756013956113
408,covariates only,8,2.6486239535364353
409,covariates only,9,2.5896102972345356
410,covariates only,10,2.654634289611611
411,covariates only,11,2.5425743018480533
412,covariates only,12,1.9636938022183936
413,covariates only,13,2.601824678640705
414,covariates only,14,2.4970901691395
415,covariates only,15,2.557748787902259
416,covariates only,16,2.681130978484305
417,covariates only,17,2.533410083200708
418,covariates only,18,2.5638045649622083
419,covariates only,19,1.9455397105864807
420,covariates only,20,2.624663741022942
421,covariates only,21,1.9461686400627474
422,covariates only,22,2.3739436110199437
423,covariates only,23,2.5309756013956113
424,covariates only,24,2.5925009181484007
425,covariates only,25,2.546374144857916
426,covariates only,26,2.5925009181484007
427,covariates only,27,2.5638045649622083
428,covariates only,28,2.546374144857916
429,covariates only,29,2.5925009181484007
430,covariates only,30,2.621929264168656
431,covariates only,31,2.5425743018480533
432,covariates only,32,2.507466977443099
433,covariates only,33,2.563357535507899
434,covariates only,34,2.423422428806503
435,covariates only,35,1.9636938022183936
436,covariates only,36,2.4970901691395
437,covariates only,37,2.5821410185523006
438,covariates only,38,2.5860680668453315
439,covariates only,39,2.6551126452178373
440,covariates only,40,2.423422428806503
441,covariates only,41,1.9436672328512987
442,covariates only,42,2.5958191690834433
443,covariates only,43,2.423422428806503
444,covariates only,44,2.681130978484305
445,covariates only,45,1.0069214602770138
446,covariates only,46,2.533410083200708
447,covariates only,47,1.9455397105864807
448,covariates only,48,2.5925009181484007
449,covariates only,49,2.601824678640705
450,covariates only,50,2.6486239535364353
451,covariates only,51,2.645338382892157
452,covariates only,52,2.6870711701801397
453,covariates only,53,2.4970901691395
454,covariates only,54,2.592539028342735
455,covariates only,55,2.6468692496636703
456,covariates only,56,2.533410083200708
457,covariates only,57,2.5425743018480533
458,covariates only,58,2.423422428806503
459,covariates only,59,2.601824678640705
460,covariates only,60,2.533410083200708
461,covariates only,61,2.52650076717332
462,covariates only,62,2.5425743018480533
463,covariates only,63,1.9636938022183936
464,covariates only,64,2.6468692496636703
465,covariates only,65,2.561123865713126
466,covariates only,66,2.423422428806503
467,covariates only,67,2.6153721214400436
468,covariates only,68,2.557748787902259
469,covariates only,69,2.4970901691395
470,covariates only,70,2.4517212654273615
471,covariates only,71,2.601824678640705
472,covariates only,72,2.645338382892157
473,covariates only,73,1.9436672328512987
474,covariates only,74,2.546374144857916
475,covariates only,75,2.5167566071170926
476,covariates only,76,2.6468692496636703
477,covariates only,77,2.5925009181484007
478,covariates only,78,2.546374144857916
479,covariates only,79,2.656393120330762
480,covariates only,80,2.5175792336783145
481,covariates only,81,2.6153721214400436
482,covariates only,82,2.6029892859667063
483,covariates only,83,2.654634289611611
484,covariates only,84,1.9436672328512987
485,covariates only,85,2.4970901691395
486,covariates only,86,2.5425743018480533
487,covariates only,87,2.546374144857916
488,covariates only,88,1.9436672328512987
489,covariates only,89,1.948809507494408
490,covariates only,90,2.557748787902259
491,covariates only,91,1.9455397105864807
492,covariates only,92,2.4970901691395
493,covariates only,93,2.3541835125947017
494,covariates only,94,2.533410083200708
495,covariates only,95,2.5958191690834433
496,covariates only,96,2.5425743018480533
497,covariates only,97,2.62385009207791
498,covariates only,98,2.654634289611611
499,covariates only,99,2.423422428806503
